10, 10, 73, 2, 184.83, 17.73, 72.45
10, 10, 73, 3, 203.2, 73.2, 73.2
10, 10, 74, 1, 67.14, 26.14, 73.69
10, 10, 74, 2, 185.06, 18.03, 73.48
10, 10, 74, 3, 204.15, 74.15, 74.15
10, 10, 75, 1, 67.51, 26.51, 74.71
10, 10, 75, 2, 185.33, 18.27, 74.47
10, 10, 75, 3, 205.03, 75.03, 75.03
10, 10, 76, 1, 68.4, 27.4, 76.01
10, 10, 76, 2, 184.64, 18.39, 75.45
10, 10, 76, 3, 206.13, 76.13, 76.13
10, 10, 77, 1, 68.66, 27.66, 76.91
10, 10, 77, 2, 184.93, 18.69, 76.46
10, 10, 77, 3, 207, 77, 77
10, 10, 78, 1, 69.21, 28.21, 77.83
10, 10, 78, 2, 189.2, 19.38, 77.56
10, 10, 78, 3, 207.76, 77.76, 77.76
10, 10, 79, 1, 69.62, 28.62, 79.03
10, 10, 79, 2, 189.53, 19.58, 78.56
10, 10, 79, 3, 208.7, 78.7, 78.7
10, 10, 80, 1, 69.77, 28.77, 79.93
10, 10, 80, 2, 185.15, 19.65, 79.56
10, 10, 80, 3, 209.7, 79.7, 79.7
10, 10, 81, 1, 70.18, 29.18, 81.06
10, 10, 81, 2, 185.39, 19.93, 80.55
10, 10, 81, 3, 210.76, 80.76, 80.76
10, 10, 82, 1, 70.58, 29.58, 81.79
10, 10, 82, 2, 190.52, 20.33, 81.53
10, 10, 82, 3, 211.43, 81.43, 81.43
10, 10, 83, 1, 70.95, 29.95, 83.04
10, 10, 83, 2, 190.8, 20.6, 82.5
10, 10, 83, 3, 212.4, 82.4, 82.4
10, 10, 84, 1, 71.17, 30.17, 83.63
10, 10, 84, 2, 191.94, 20.66, 83.46
10, 10, 84, 3, 214.25, 84.25, 84.25
10, 10, 85, 1, 71.58, 30.58, 84.84
10, 10, 85, 2, 192.17, 20.91, 84.44
10, 10, 85, 3, 215.18, 85.18, 85.18
10, 10, 86, 1, 72.47, 31.47, 87.08
10, 10, 86, 2, 189.89, 21.36, 85.51
10, 10, 86, 3, 216.5, 86.5, 86.5
10, 10, 87, 1, 72.57, 31.57, 87.09
10, 10, 87, 2, 187.77, 21.41, 86.42
10, 10, 87, 3, 217.32, 87.32, 87.32
10, 10, 88, 1, 72.89, 31.89, 88.07
10, 10, 88, 2, 188.06, 21.7, 87.46
10, 10, 88, 3, 218.24, 88.24, 88.24
10, 10, 89, 1, 73.24, 32.24, 89.17
10, 10, 89, 2, 188.29, 21.95, 88.49
10, 10, 89, 3, 219.16, 89.16, 89.16
10, 10, 90, 1, 73.42, 32.42, 89.73
10, 10, 90, 2, 186.98, 21.99, 89.56
10, 10, 90, 3, 219.37, 89.37, 89.37
